Group_Detector,Right Ascension (Ra),Declination (Dec),Time Delay (t),Luminosity Distance (Dist),Polarization Angle (Pol),Mass (M),Inclination Angle (iota),Mass Ratio (eta),Initial Phase (phi)
group_20_ET_2,88.70382061367457,22.8793794031279,0.006143670014525925,2488.4827985824527,774.5976955825638,0.0014320990733162032,5315.431193264626,0.0013958202038738513,1452.9181847919676
group_20_ET_3,5.644216741696625,1.6479305490152727,0.012408943192868815,106.4903294373772,1283.5741961167907,0.002176773741230193,245.7091655343647,0.0021102211124048587,2574.344466493149
group_21_ET_1,242.76128796180458,109.90827440354559,0.037469763144707374,41.541889490144975,420.649616571097,0.006070385221317104,33.702452505772094,0.005906875489859816,133.12322682830018
group_21_ET_2,103.07675852607456,46.667950765000946,0.01597763636724312,2.4512340885126767,184.48607965604737,0.0025815010173525937,79.92253388024308,0.0025117591748916764,15.573300692093717
group_21_ET_3,176.7381861894102,80.02759262176748,0.027756493514324163,5.331627511396732,269.82922217745727,0.00446420969019582,40.450766208426664,0.004343044102749054,82.25999122990657
group_22_ET_1,74.88014134558995,119.04830749235164,0.01717425395501916,77.25904791831984,266.17342791214617,0.002192508694819483,186.8508268916635,0.0021333315667850803,239.61385515323875
group_22_ET_2,66.3508336985809,105.34980085632736,0.016400642248902978,25.053023852975805,187.15244100334883,0.0020461845908212248,48.484613849016746,0.0019898444908500383,84.96522567872086
group_22_ET_3,89.57952050363372,142.5186753471525,0.020133835317547203,46.78965065101359,397.08762689888897,0.0025402653332847955,61.86862608145438,0.002472305118700886,449.00434986182864
group_23_ET_1,251.96953926471332,252.6250436586194,0.0028170112877628634,272.91183069203413,384.9132037814436,0.0014723833232959073,556.5757986082909,0.0014363972754163948,106.75465117504484
group_23_ET_2,520.4221669403664,522.1853150893029,0.015297172546734555,923.3392991685996,1138.4273928140606,0.004145394008275557,969.2742067832515,0.004034533782305238,561.2982029372329
group_23_ET_3,380.3990208249224,381.37534907819236,0.0028729235621880967,773.649025022136,699.739951302777,0.0018895640833606214,1576.8432328647327,0.001848025935758928,869.1873717550689
group_24_ET_1,290.4233938742305,243.1995146082513,0.024410273485919048,273.1284429841295,457.8304663713567,0.004532513774205507,388.7039506904689,0.00441203032446554,169.62167761667303
group_24_ET_2,203.68936966734407,170.65749411216612,0.01507800219126113,381.8136110623678,761.7323850102156,0.0028323448527545468,285.08077655722576,0.002760406787177526,833.361360130981
group_24_ET_3,219.50622565501047,183.85812352216146,0.017233440873190026,150.44839102578095,765.0886057523435,0.0032201774380230526,174.65079649101457,0.0031363779585414408,514.1436772369888
