Group,Detector,Value_0,Value_1,Value_2,Value_3,Value_4,Value_5,Value_6,Value_7,Value_8,Value_9,Value_10,Value_11,Value_12,Value_13,Value_14,Value_15,Value_16,Value_17,Value_18,Value_19,Value_20,Value_21,Value_22,Value_23,Value_24,Value_25,Value_26,Value_27,Value_28,Value_29,Value_30,Value_31,Value_32,Value_33,Value_34,Value_35,Value_36,Value_37,Value_38,Value_39,Value_40,Value_41,Value_42,Value_43,Value_44,Value_45,Value_46,Value_47,Value_48,Value_49,Value_50,Value_51,Value_52,Value_53,Value_54,Value_55,Value_56,Value_57,Value_58,Value_59,Value_60,Value_61,Value_62,Value_63,Value_64,Value_65,Value_66,Value_67,Value_68,Value_69,Value_70,Value_71,Value_72,Value_73,Value_74,Value_75,Value_76,Value_77,Value_78,Value_79,Value_80
group_60,ET_3,12544.2412109794,18208.94164335058,-1079247.422381964,-447.45259135546985,-702.1336503635173,2709011.755632368,3025.937810937413,2532435.836324909,778.6691077723235,18208.94164335058,27088.527058520503,-1610346.6817451331,-89.42267847069641,-2069.70004545783,5749229.496923934,4427.516196949727,5489597.463650669,1250.5828073924943,-1079247.422381964,-1610346.6817451331,95849499.4023526,-58.188230841819205,130899.69986521543,-334699948.61036575,-259137.59153108604,-319137180.36959666,-74230.84164722715,-447.45259135546985,-89.42267847069641,-58.188230841819205,615.7242370135566,-923.0351729545134,-459.90080537847314,-421.730519320135,-507.2597265722044,-0.007425684855336504,-702.1336503635173,-2069.70004545783,130899.69986521543,-923.0351729545134,1741.8542829128476,-2414693.751182476,-78.39411958010376,-2397353.8835007106,-203.93154537332074,2709011.755632368,5749229.496923934,-334699948.61036575,-459.90080537847314,-2414693.751182476,35695943925.63025,4815019.814914427,36079990456.69618,1388996.8229063782,3025.937810937413,4427.516196949727,-259137.59153108604,-421.730519320135,-78.39411958010376,4815019.814914427,1699.2713347800036,4781365.314299927,404.7649725938098,2532435.836324909,5489597.463650669,-319137180.36959666,-507.2597265722044,-2397353.8835007106,36079990456.69618,4781365.314299927,36478685931.88875,1379530.0461730831,778.6691077723235,1250.5828073924943,-74230.84164722715,-0.007425684855336504,-203.93154537332074,1388996.8229063782,404.7649725938098,1379530.0461730831,116.16438775155643
group_61,ET_1,36084.34781555476,-37212.68546012852,8033794.29512438,408.9149984094822,-5270.784546475532,43139582.0449243,-341.28814832093957,44566173.163065106,-2451.2322863182267,-37212.68546012852,161080.71908529685,-17168496.997767407,-3744.964378862031,44974.163763686374,205241069.0405159,2840.9093284431183,202731675.42296815,20937.32173632554,8033794.29512438,-17168496.997767407,2439096376.910444,3.3474343974657668,-4038695.508664619,-8456875918.809254,-467877.8292020295,-8059032543.777884,-1889718.2905424356,408.9149984094822,-3744.964378862031,3.3474343974657668,15623.642624565688,-997.7745488977307,-22749.059017554217,9844.166318731826,-24233.64510104904,0.21329925404547945,-5270.784546475532,44974.163763686374,-4038695.508664619,-997.7745488977307,13511.690914170837,74496730.755676,936.7823333162987,73961952.14458698,6294.720979600592,43139582.0449243,205241069.0405159,-8456875918.809254,-22749.059017554217,74496730.755676,891790166407.2009,8764735.488496562,901277844896.3549,34903697.68969601,-341.28814832093957,2840.9093284431183,-467877.8292020295,9844.166318731826,936.7823333162987,8764735.488496562,6384.924210019589,8704534.060726102,732.8981438193306,44566173.163065106,202731675.42296815,-8059032543.777884,-24233.64510104904,73961952.14458698,901277844896.3549,8704534.060726102,911133717438.0356,34654277.19552976,-2451.2322863182267,20937.32173632554,-1889718.2905424356,0.21329925404547945,6294.720979600592,34903697.68969601,732.8981438193306,34654277.19552976,2946.448632496111
group_61,ET_2,45229.51483470525,-50020.834313317326,10280335.250834066,1504.0060020410697,-7696.284846592882,34943053.50405991,254.98644356722625,36734008.150162086,-4209.490072516766,-50020.834313317326,153106.5656209398,-18464436.545614958,-2304.336570742307,40026.22235499975,210032999.26687065,801.878341511695,207312838.19850677,21959.468820666512,10280335.250834066,-18464436.545614958,2860321330.154321,-108.13382662563882,-4037836.583566559,-9919124662.32442,-175851.0290318269,-9452082555.14132,-2217632.613027948,1504.0060020410697,-2304.336570742307,-108.13382662563882,18327.92544524718,-365.777557265406,-19702.34272737017,7298.366528443363,-21337.20866770523,0.4670978862026903,-7696.284846592882,40026.22235499975,-4037836.583566559,-365.777557265406,11466.876346163197,74472886.24623767,344.45292047325347,73937926.06387004,6294.514990853962,34943053.50405991,210032999.26687065,-9919124662.32442,-19702.34272737017,74472886.24623767,1044964186599.127,3029518.5025895806,1056070944849.7778,40919212.08270042,254.98644356722625,801.878341511695,-175851.0290318269,7298.366528443363,344.45292047325347,3029518.5025895806,2927.2995144815886,3001854.657058289,269.3936482890772,36734008.150162086,207312838.19850677,-9452082555.14132,-21337.20866770523,73937926.06387004,1056070944849.7778,3001854.657058289,1067609345491.5654,40625706.44922297,-4209.490072516766,21959.468820666512,-2217632.613027948,0.4670978862026903,6294.514990853962,40919212.08270042,269.3936482890772,40625706.44922297,3457.466631773496
group_61,ET_3,39161.4389526689,-40253.678102389575,8633502.029771872,3369.850576193746,-5640.166373965254,41043932.938624546,2833.063924590408,42565264.88225441,-2904.3073277443227,-40253.678102389575,158417.81380315902,-17515718.28521281,1905.6247813692896,43446.640412894536,206489843.9679805,-5802.559234684978,203924981.57146117,21203.91197923925,8633502.029771872,-17515718.28521281,2549329145.882444,-260.87689215245825,-4025510.1308274698,-8811648286.486073,639416.9544267771,-8395958427.257078,-1972449.596846583,3369.850576193746,1905.6247813692896,-260.87689215245825,16291.93101038428,1354.7264190985256,-14662.883782203866,9133.750328483258,-16047.573144577938,-0.5899871119314859,-5640.166373965254,43446.640412894536,-4025510.1308274698,1354.7264190985256,12924.155973288838,74243670.83998708,-1273.1952448051795,73710269.29348892,6274.638704804258,41043932.938624546,206489843.9679805,-8811648286.486073,-14662.883782203866,74243670.83998708,926702779959.5854,-11746807.853113085,936535396918.2552,36320736.13729979,2833.063924590408,-5802.559234684978,639416.9544267771,9133.750328483258,-1273.1952448051795,-11746807.853113085,5443.230479029273,-11661817.84703951,-995.8852550574896,42565264.88225441,203924981.57146117,-8395958427.257078,-16047.573144577938,73710269.29348892,936535396918.2552,-11661817.84703951,946751170713.312,36058364.22460573,-2904.3073277443227,21203.91197923925,-1972449.596846583,-0.5899871119314859,6274.638704804258,36320736.13729979,-995.8852550574896,36058364.22460573,3073.157045301211
group_62,ET_1,130228.84397320701,-216112.14203835675,15677932.810874814,2979.784240035412,-18205.85465795709,1165674.2845606077,2191.9622656386505,3805925.8994953874,-9171.936954256924,-216112.14203835675,396112.6450542366,-28040627.78343492,-5597.852523868867,46380.78202417398,129708632.31577659,-4680.721175617633,125231085.00289938,23353.84814943333,15677932.810874814,-28040627.78343492,2010386240.4228117,-1146.1631250162911,-3090807.7472145283,-6940193175.683214,141671.61124882498,-6612661120.702339,-1554148.6924589854,2979.784240035412,-5597.852523868867,-1146.1631250162911,12832.123975531425,146.38080856701222,-14088.99889632759,5830.28314025555,-15173.399520492243,-0.429472253573697,-18205.85465795709,46380.78202417398,-3090807.7472145283,146.38080856701222,9576.332476987784,56886907.40460956,-374.8484669668488,56475562.05729235,4814.208486029007,1165674.2845606077,129708632.31577659,-6940193175.683214,-14088.99889632759,56886907.40460956,729534804814.0526,-2642066.179079766,737272066208.0256,28599526.456939965,2191.9622656386505,-4680.721175617633,141671.61124882498,5830.28314025555,-374.8484669668488,-2642066.179079766,2669.341848162454,-2623972.278857575,-222.1126737402368,3805925.8994953874,125231085.00289938,-6612661120.702339,-15173.399520492243,56475562.05729235,737272066208.0256,-2623972.278857575,745311028467.5476,28392598.646937713,-9171.936954256924,23353.84814943333,-1554148.6924589854,-0.429472253573697,4814.208486029007,28599526.456939965,-222.1126737402368,28392598.646937713,2420.623280971531
group_62,ET_2,157333.1510573839,-255850.5664926884,18713565.587474365,2032.2370509352927,-23400.44877791354,-10029844.998832088,924.3685493258647,-6905057.590630878,-11532.699561220743,-255850.5664926884,447008.1822565349,-32089606.93172426,-4097.161033740324,53779.20761315605,144714920.77323687,-1822.6039718173565,139590935.82513666,26505.408818929154,18713565.587474365,-32089606.93172426,2320959727.4681635,-1553.7508401117439,-3638967.1374399294,-8018693306.182602,-20004.985954480708,-7640856074.102951,-1793672.1868524808,2032.2370509352927,-4097.161033740324,-1553.7508401117439,14819.463911070821,-20.6647669759447,-10041.006706285032,7624.290220703406,-11214.383119315375,-0.01778582960591496,-23400.44877791354,53779.20761315605,-3638967.1374399294,-20.6647669759447,11502.486859442013,67076211.44189754,52.42911792504958,66593626.620093465,5669.781057665141,-10029844.998832088,144714920.77323687,-8018693306.182602,-10041.006706285032,67076211.44189754,844089234176.0671,397858.79324156215,853054708030.1443,33065002.40415871,924.3685493258647,-1822.6039718173565,-20004.985954480708,7624.290220703406,52.42911792504958,397858.79324156215,3922.880020828193,395596.6782130565,31.07475565086032,-6905057.590630878,139590935.82513666,-7640856074.102951,-11214.383119315375,66593626.620093465,853054708030.1443,395596.6782130565,862368987492.2462,32827175.884900615,-11532.699561220743,26505.408818929154,-1793672.1868524808,-0.01778582960591496,5669.781057665141,33065002.40415871,31.07475565086032,32827175.884900615,2794.7433302240315
group_62,ET_3,148411.70176853624,-244056.5281864038,17480124.952772588,4208.881878138114,-21601.268851619945,-10589468.281067086,948.4343935862755,-7668857.506718686,-10852.441898593683,-244056.5281864038,435471.00370046886,-30494498.06573255,-3916.3596507017432,51034.02412959206,146310474.40731302,471.9195512561296,141451659.2076558,25673.54111476105,17480124.952772588,-30494498.06573255,2157623233.4014077,-1579.7388304862093,-3316060.1556952996,-7451007141.038805,-146099.7814569684,-7099031524.267037,-1669582.96722018,4208.881878138114,-3916.3596507017432,-1579.7388304862093,13780.300124580473,-148.8306606561634,-16765.889451665473,6202.963787959639,-17982.711083854367,0.5038691454454027,-21601.268851619945,51034.02412959206,-3316060.1556952996,-148.8306606561634,10254.538260471129,60935737.927641,381.50174993948696,60492655.9963481,5162.511129262375,-10589468.281067086,146310474.40731302,-7451007141.038805,-16765.889451665473,60935737.927641,782374074222.9309,2642189.9411885757,790663148568.3435,30687263.523546964,948.4343935862755,471.9195512561296,-146099.7814569684,6202.963787959639,381.50174993948696,2642189.9411885757,2811.778719019361,2621818.6378180264,226.05141327896519,-7668857.506718686,141451659.2076558,-7099031524.267037,-17982.711083854367,60492655.9963481,790663148568.3435,2621818.6378180264,799275960100.8606,30464301.69363597,-10852.441898593683,25673.54111476105,-1669582.96722018,0.5038691454454027,5162.511129262375,30687263.523546964,226.05141327896519,30464301.69363597,2599.4107321457313
group_63,ET_1,113453.07954668111,94395.51589230058,-16403749.260918913,2743.9072547526957,26117.25870922353,40902821.8711909,-458.52586905018484,37546317.581517614,13400.0928656521,94395.51589230058,110141.25733005445,-14623187.965628207,2018.9956425036203,37338.07689586008,185518893.0351007,-1489.3347524838412,183068160.49008775,19181.074910892625,-16403749.260918913,-14623187.965628207,2409776709.205162,720.7105530960332,-4258781.407931348,-10514132129.929375,271925.002446582,-10035850242.326279,-2190441.5724914824,2743.9072547526957,2018.9956425036203,720.7105530960332,19227.32539240361,446.217629210404,-12442.44551761019,8435.719124965766,-13875.743602741974,0.6376647443916909,26117.25870922353,37338.07689586008,-4258781.407931348,446.217629210404,13721.125436588207,84399214.81449717,-676.9407873592636,83800455.8786704,7052.403373036889,40902821.8711909,185518893.0351007,-10514132129.929375,-12442.44551761019,84399214.81449717,1108514967265.461,-5350596.642521873,1120289127760.0454,43419748.550262704,-458.52586905018484,-1489.3347524838412,271925.002446582,8435.719124965766,-676.9407873592636,-5350596.642521873,3756.6060692726505,-5312355.206409187,-448.6160374801684,37546317.581517614,183068160.49008775,-10035850242.326279,-13875.743602741974,83800455.8786704,1120289127760.0454,-5312355.206409187,1132520902531.1213,43111984.79698667,13400.0928656521,19181.074910892625,-2190441.5724914824,0.6376647443916909,7052.403373036889,43419748.550262704,-448.6160374801684,43111984.79698667,3627.526975503362
group_63,ET_2,108069.85584564149,91320.1233814378,-15666565.08628114,3479.1686696272623,25108.843924420824,37390945.05178778,3872.980657294028,34167668.989587605,12742.441196114625,91320.1233814378,110586.120633166,-14339065.723531814,369.79594221628247,37460.89017116566,184144764.64939788,3478.6113421194996,181743635.68156964,18930.46210317242,-15666565.08628114,-14339065.723531814,2317101580.627153,613.5475492393228,-4178678.1431052457,-10140059198.447876,-367924.8527037273,-9678793278.423822,-2111041.5612389166,3479.1686696272623,369.79594221628247,613.5475492393228,18554.69350107504,-604.4342808458397,-14594.849925547445,8803.429869529615,-16043.199454722351,0.5850897809969259,25108.843924420824,37460.89017116566,-4178678.1431052457,-604.4342808458397,13730.559008115222,82891157.46633737,921.987394554234,82302718.06575839,6926.268038902164,37390945.05178778,184144764.64939788,-10140059198.447876,-14594.849925547445,82891157.46633737,1068486461891.7798,7310006.489809897,1079826885006.153,41867256.87044605,3872.980657294028,3478.6113421194996,-367924.8527037273,8803.429869529615,921.987394554234,7310006.489809897,4283.430745287542,7257696.161052015,610.9072499710034,34167668.989587605,181743635.68156964,-9678793278.423822,-16043.199454722351,82302718.06575839,1079826885006.153,7257696.161052015,1091608514357.3413,41569788.19292382,12742.441196114625,18930.46210317242,-2111041.5612389166,0.5850897809969259,6926.268038902164,41867256.87044605,610.9072499710034,41569788.19292382,3498.9361152675615
group_63,ET_3,102801.63223624208,88743.80657575406,-15038605.621983077,2568.9514207500365,25145.415169430715,33402280.441579692,822.6410311953903,30304892.83575082,12097.826209202112,88743.80657575406,111306.14558430492,-14105923.118744502,1994.058524538039,38808.14191270714,182501028.3088724,135.25097485415114,180146747.41598237,18681.49757094028,-15038605.621983077,-14105923.118744502,2244244162.213886,6040.07698836187,-4239439.761162267,-9800852332.891438,112823.99509493454,-9354842155.234056,-2041813.6662543027,2568.9514207500365,1994.058524538039,6040.07698836187,17935.844099466227,178.59697661079036,-13798.218689453799,10259.252563342363,-14962.009079849222,-1.1030151496144263,25145.415169430715,38808.14191270714,-4239439.761162267,178.59697661079036,14585.77402500234,84076150.09284955,-276.6322057344456,83479981.11937612,7024.176476620487,33402280.441579692,182501028.3088724,-9800852332.891438,-13798.218689453799,84076150.09284955,1033960228938.1887,-2229594.035751265,1044942325757.04,40498233.60801649,822.6410311953903,135.25097485415114,112823.99509493454,10259.252563342363,-276.6322057344456,-2229594.035751265,5878.1057395658245,-2215844.752912863,-183.06979262399756,30304892.83575082,180146747.41598237,-9354842155.234056,-14962.009079849222,83479981.11937612,1044942325757.04,-2215844.752912863,1056351240927.2361,40211211.95160547,12097.826209202112,18681.49757094028,-2041813.6662543027,-1.1030151496144263,7024.176476620487,40498233.60801649,-183.06979262399756,40211211.95160547,3383.106681583008
group_64,ET_1,303768.7052297245,-212139.71974519617,29087178.478370354,-3705.5273003440498,-62804.246161563395,-231293227.6072544,-993.9450191783466,-225983356.89407742,-31331.060113991098,-212139.71974519617,178702.1723137443,-22185076.98398927,6059.50416975188,32130.865241665877,13709552.975138381,2443.7534370340377,9048922.815082572,16025.812557088271,29087178.478370354,-22185076.98398927,2914564680.441578,7922.608965895427,-5280059.371078809,-12657310646.848553,64564.00420647461,-12084016716.204643,-2634250.663225252,-3705.5273003440498,6059.50416975188,7922.608965895427,23093.960922095685,30.057813794505538,-9255.702681286917,10719.6872029961,-10678.521363403628,-0.9537924577348333,-62804.246161563395,32130.865241665877,-5280059.371078809,30.057813794505538,17503.313815710688,104859945.42608851,-189.3698549214062,104129900.2239875,8732.694290960473,-231293227.6072544,13709552.975138381,-12657310646.848553,-9255.702681286917,104859945.42608851,1338749283967.0635,-1245199.76787752,1353033103701.072,52319636.468002126,-993.9450191783466,2443.7534370340377,64564.00420647461,10719.6872029961,-189.3698549214062,-1245199.76787752,4978.196360706866,-1238021.9159206995,-101.88375519634093,-225983356.89407742,9048922.815082572,-12084016716.204643,-10678.521363403628,104129900.2239875,1353033103701.072,-1238021.9159206995,1367868234266.5105,51955489.05635644,-31331.060113991098,16025.812557088271,-2634250.663225252,-0.9537924577348333,8732.694290960473,52319636.468002126,-101.88375519634093,51955489.05635644,4356.897417188456
group_64,ET_2,301889.0659082937,-211901.27440573214,29306760.70578335,-4596.423606993716,-62589.473916948074,-229032833.1070038,-1535.6305427723714,-223668981.4200626,-31371.807719731518,-211901.27440573214,179264.4342908692,-22421654.119409345,5015.025724169215,31960.33098629409,10242138.761633929,1940.1328136494262,5520424.159338757,16018.021889616773,29306760.70578335,-22421654.119409345,2970469625.2566366,263.4990271371575,-5355656.071692715,-12896162015.00625,39716.787947854275,-12311869740.645676,-2684572.2054954884,-4596.423606993716,5015.025724169215,263.4990271371575,23543.491389457136,23.224133514539567,-6887.186936251796,10225.605133013087,-8594.095767823663,1.4229704962101675,-62589.473916948074,31960.33098629409,-5355656.071692715,23.224133514539567,17674.04578681985,106417505.39035416,-118.93254718819144,105677824.11519097,8859.472802593868,-229032833.1070038,10242138.761633929,-12896162015.00625,-6887.186936251796,106417505.39035416,1365385449145.4116,-754067.4814714175,1379959976561.9587,53346680.126564205,-1535.6305427723714,1940.1328136494262,39716.787947854275,10225.605133013087,-118.93254718819144,-754067.4814714175,4442.213138255336,-748684.4645439679,-64.05557854632265,-223668981.4200626,5520424.159338757,-12311869740.645676,-8594.095767823663,105677824.11519097,1379959976561.9587,-748684.4645439679,1395096684498.674,52975971.80804454,-31371.807719731518,16018.021889616773,-2684572.2054954884,1.4229704962101675,8859.472802593868,53346680.126564205,-64.05557854632265,52975971.80804454,4440.994325001166
group_64,ET_3,308432.1752491994,-220702.62051673332,29978997.617698032,-3175.4106819000917,-64311.58672932414,-234832067.0133292,-2700.0116769060924,-229332827.38631564,-32150.46186846772,-220702.62051673332,187705.58500422852,-23291829.464308906,5098.6015364960995,34055.83444298879,17974910.42161443,2975.4456207108233,13082283.328660425,17029.021378729587,29978997.617698032,-23291829.464308906,3037634170.9973555,4881.529208253929,-5503282.501086273,-13223742765.326263,-105980.64428678193,-12624675547.595463,-2750857.77215833,-3175.4106819000917,5098.6015364960995,4881.529208253929,24145.848064936705,-57.33956541153229,-23274.262250113195,10918.254703951496,-25046.1115496881,-0.45667482962617356,-64311.58672932414,34055.83444298879,-5503282.501086273,-57.33956541153229,18222.95430769151,109358927.08174086,332.08319647212153,108596400.75631934,9108.874419572776,-234832067.0133292,17974910.42161443,-13223742765.326263,-23274.262250113195,109358927.08174086,1398384413793.6255,2134483.9573579165,1413296423747.6196,54664358.77276197,-2700.0116769060924,2975.4456207108233,-105980.64428678193,10918.254703951496,332.08319647212153,2134483.9573579165,4944.044685728892,2118603.6751570716,178.74915762227138,-229332827.38631564,13082283.328660425,-12624675547.595463,-25046.1115496881,108596400.75631934,1413296423747.6196,2118603.6751570716,1428784423805.5251,54283199.373800695,-32150.46186846772,17029.021378729587,-2750857.77215833,-0.45667482962617356,9108.874419572776,54664358.77276197,178.74915762227138,54283199.373800695,4553.169165852925
group_65,ET_1,9909.115779863614,-71345.90844059872,3777170.171995812,-358.02507527245893,-4479.840567692815,34112.388423851226,-255.88965403157096,671067.1547588604,-2223.3333935330224,-71345.90844059872,546461.2946325347,-28803105.71120632,-3837.9325114224666,44825.034429820764,100444314.4375509,-1088.698285449604,95792090.78676149,22233.456341420984,3777170.171995812,-28803105.71120632,1522543689.7124233,817.1584582155755,-2371704.2569775684,-5268710985.041969,-41894.2280414759,-5021085107.380431,-1176743.7244518586,-358.02507527245893,-3837.9325114224666,817.1584582155755,9729.637941306808,-35.27461626359494,-7373.3136216998055,4785.95714497274,-8118.442159849517,0.10404355175239008,-4479.840567692815,44825.034429820764,-2371704.2569775684,-35.27461626359494,7452.970578998684,43841800.29058258,115.93207056047956,43529699.95569307,3697.8937787202826,34112.388423851226,100444314.4375509,-5268710985.041969,-7373.3136216998055,43841800.29058258,556099168421.5413,786025.3842470654,562021239242.8839,21754255.055765793,-255.88965403157096,-1088.698285449604,-41894.2280414759,4785.95714497274,115.93207056047956,786025.3842470654,2356.5706233833625,780234.1481470336,66.182757828712,671067.1547588604,95792090.78676149,-5021085107.380431,-8118.442159849517,43529699.95569307,562021239242.8839,780234.1481470336,568172789355.8402,21599429.512769785,-2223.3333935330224,22233.456341420984,-1176743.7244518586,0.10404355175239008,3697.8937787202826,21754255.055765793,66.182757828712,21599429.512769785,1834.7926848037023
group_65,ET_2,9769.802381421281,-70426.45654694168,3560220.462569111,1582.192504836894,-4418.50695130955,-2083232.1872519236,559.8380265852184,-1485285.3482296108,-2211.735353060581,-70426.45654694168,546868.7778403168,-27497581.52212155,-2632.6763295041537,44311.7136028007,114398510.49609473,337.98271645325,109984128.91199845,22227.082374590602,3560220.462569111,-27497581.52212155,1387392129.5886157,1056.5282161039665,-2140089.6914946525,-4798962615.801409,-73043.44014292912,-4572697899.887253,-1073919.9571514905,1582.192504836894,-2632.6763295041537,1056.5282161039665,8870.598164309145,-60.53403571000112,-4663.337868252765,3987.915367070388,-5320.273852206585,0.4388464987051103,-4418.50695130955,44311.7136028007,-2140089.6914946525,-60.53403571000112,6644.691631006459,39423456.7359332,200.90393349325186,39139190.4870083,3334.2731355845626,-2083232.1872519236,114398510.49609473,-4798962615.801409,-4663.337868252765,39423456.7359332,504944864852.30096,1349386.1233176496,510305483286.233,19785001.840823993,559.8380265852184,337.98271645325,-73043.44014292912,3987.915367070388,200.90393349325186,1349386.1233176496,1800.6614661605859,1339273.8251102674,114.67295533384933,-1485285.3482296108,109984128.91199845,-4572697899.887253,-5320.273852206585,39139190.4870083,510305483286.233,1339273.8251102674,515874829328.74084,19642381.332138747,-2211.735353060581,22227.082374590602,-1073919.9571514905,0.4388464987051103,3334.2731355845626,19785001.840823993,114.67295533384933,19642381.332138747,1673.228694284056
group_65,ET_3,4158.649789471662,-31248.724017876564,1597020.6525714505,560.5536789392132,-1189.0125454303543,6547772.231459999,299.91925670777863,6830483.278052615,-597.657260723956,-31248.724017876564,304188.4634397306,-15325878.04399352,-4955.630719451216,24303.368657945364,60180398.03814325,-3160.9063174085763,57714486.243357494,12191.65442782573,1597020.6525714505,-15325878.04399352,785686009.1357493,207.51023773338767,-1211691.1563600104,-2713947064.5136504,44809.798237378585,-2586101760.343091,-606916.2683252533,560.5536789392132,-4955.630719451216,207.51023773338767,5014.912359688562,36.96401350492239,-5654.836763313028,2289.729776187354,-6071.536483194917,-0.2211436366299605,-1189.0125454303543,24303.368657945364,-1211691.1563600104,36.96401350492239,3771.04429040307,22351659.275313824,-122.34836409606282,22191215.521745548,1888.7035764735708,6547772.231459999,60180398.03814325,-2713947064.5136504,-5654.836763313028,22351659.275313824,285865867260.286,-828968.3776289602,288903650875.00696,11195275.41252913,299.91925670777863,-3160.9063174085763,44809.798237378585,2289.729776187354,-122.34836409606282,-828968.3776289602,1050.5952754793768,-823265.863543307,-69.8363039571806,6830483.278052615,57714486.243357494,-2586101760.343091,-6071.536483194917,22191215.521745548,288903650875.00696,-823265.863543307,292059533713.57715,11114905.967400469,-597.657260723956,12191.65442782573,-606916.2683252533,-0.2211436366299605,1888.7035764735708,11195275.41252913,-69.8363039571806,11114905.967400469,946.0151815595225
group_66,ET_1,6394.278279584508,-53413.695447412734,2953513.6703928285,61.47088324048886,3814.3593505616004,364190.24568257015,-208.99483426850415,936508.0593993822,-1896.366211240098,-53413.695447412734,480765.71933526,-26393188.529308982,3900.0807704050703,-45667.41220295469,110870400.13970776,229.73270850526984,106091386.41348255,22676.570280547843,2953513.6703928285,-26393188.529308982,1453724529.874339,2327.073017898423,2480085.386655402,-5734290339.976755,-117399.90158193302,-5468829295.519356,-1232787.1167270725,61.47088324048886,3900.0807704050703,2327.073017898423,10533.285429913109,-125.39193707375529,-9771.776133893876,-5155.299346650216,-10481.641575165726,-0.5416950535573218,3814.3593505616004,-45667.41220295469,2480085.386655402,-125.39193707375529,8042.775391580443,-47649752.14866078,-315.36637596251506,-47311940.69982759,-3997.0645459037314,364190.24568257015,110870400.13970776,-5734290339.976755,-9771.776133893876,-47649752.14866078,605312958991.0831,2233890.7357136123,611755886747.7628,23685059.150814764,-208.99483426850415,229.73270850526984,-117399.90158193302,-5155.299346650216,-315.36637596251506,2233890.7357136123,2540.8054832319867,2218319.244711934,187.52927177175053,936508.0593993822,106091386.41348255,-5468829295.519356,-10481.641575165726,-47311940.69982759,611755886747.7628,2218319.244711934,618448597310.1425,23517140.23009482,-1896.366211240098,22676.570280547843,-1232787.1167270725,-0.5416950535573218,-3997.0645459037314,23685059.150814764,187.52927177175053,23517140.23009482,1986.8194441764776
group_66,ET_2,3464.894678984703,-30189.260354073103,1627658.789398425,-534.5690810833665,1610.7972134917177,5058930.632706335,334.6539014405767,5388961.524733328,-801.9857949937787,-30189.260354073103,324230.27290957933,-17206131.880879343,5171.8482736387705,-30385.689536957587,78582423.24659961,-3880.370766773297,75484972.37862709,15102.35460829354,1627658.789398425,-17206131.880879343,925591697.9188423,-706.3011655017672,1583962.2398733685,-3660740432.521739,68976.03359843681,-3491604888.8499584,-785775.4631424588,-534.5690810833665,5171.8482736387705,-706.3011655017672,6719.847779598036,74.48403383597217,-8177.98032593608,-3327.912173803075,-8739.447788910595,0.18472688303938894,1610.7972134917177,-30385.689536957587,1583962.2398733685,74.48403383597217,5149.78573687117,-30478979.201811366,186.46610443421568,-30263821.19604644,-2554.403528345295,5058930.632706335,78582423.24659961,-3660740432.521739,-8177.98032593608,-30478979.201811366,386687492096.1452,-1322209.096340429,390807918893.619,15122169.326970791,334.6539014405767,-3880.370766773297,68976.03359843681,-3327.912173803075,186.46610443421568,-1322209.096340429,1657.7918113279363,-1312713.6483380636,-110.89734526112173,5388961.524733328,75484972.37862709,-3491604888.8499584,-8739.447788910595,-30263821.19604644,390807918893.619,-1312713.6483380636,395087812958.50037,15015468.521002188,-801.9857949937787,15102.35460829354,-785775.4631424588,0.18472688303938894,-2554.403528345295,15122169.326970791,-110.89734526112173,15015468.521002188,1267.243826293351
group_66,ET_3,6206.333485208893,-52005.565044051255,2764152.6296531777,-1236.77055919165,3615.511238515391,-880908.839485955,478.57947563775207,-350871.27811786067,-1831.6020234379823,-52005.565044051255,476405.1088306528,-25110410.054421388,3067.505767774718,-43905.83338369912,119861540.52237186,-674.2856150605552,115370893.92532817,22265.103371139718,2764152.6296531777,-25110410.054421388,1329602965.0876913,428.51658380567187,2218954.1950539965,-5237477040.780386,-32710.566202476406,-4995367899.676751,-1125544.6875089621,-1236.77055919165,3067.505767774718,428.51658380567187,9614.085274159186,-35.70943438969493,-4076.5813636703615,-4130.761015759665,-4694.030785826357,0.08610922826068135,3615.511238515391,-43905.83338369912,2218954.1950539965,-35.70943438969493,7049.6270725985905,-42688477.01114141,-88.41370916444562,-42388100.9974781,-3575.836709369321,-880908.839485955,119861540.52237186,-5237477040.780386,-4076.5813636703615,-42688477.01114141,553953689735.8362,636601.6558773193,559861079320.7915,21654145.883432064,478.57947563775207,-674.2856150605552,-32710.566202476406,-4130.761015759665,-88.41370916444562,636601.6558773193,1776.338562269987,632629.7091593125,52.59322699787982,-350871.27811786067,115370893.92532817,-4995367899.676751,-4694.030785826357,-42388100.9974781,559861079320.7915,632629.7091593125,565996825942.6372,21501795.26686037,-1831.6020234379823,22265.103371139718,-1125544.6875089621,0.08610922826068135,-3575.836709369321,21654145.883432064,52.59322699787982,21501795.26686037,1813.8330411458824
